symbol,exchange,date,open_price,high_price,low_price,close_price,volume,daily_return,volatility,sma_5,sma_20,rsi,news_headlines,news_sentiment_score
AAPL,Crypto,2025-09-22,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400,0.04309566831880085,nan,243.31999816894532,nan,74.15687915239884,"Apple (AAPL) Stock Is Up, What You Need To Know - Yahoo Finance | Tigress Financial Partners Raises Its Price Target on Apple Inc. (AAPL) to $305 - Yahoo Finance | Apple stock turns positive for 2025, gold's new record high - Yahoo Finance",1.0
AAPL,Crypto,2025-09-23,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200,-0.006443275472520216,nan,246.57599792480468,nan,66.8141533170993,Apple stock turns positive for 2025 after iPhone 17 launch - Yahoo Finance | Apple (AAPL) Stock Target Raised to $310 on Surging iPhone 17 Demand - Yahoo Finance | Analyst Says He ‘Loves’ Apple (AAPL) Amid ‘Good News’ Following iPhone 17 Launch - Yahoo Finance,1.0
AAPL,Crypto,2025-09-24,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700,-0.008332331793480807,nan,249.23999633789063,nan,62.97907772026622,UBS Reaffirms Price Target on Apple (AAPL) After Mixed iPhone 17 Preorder Data - Yahoo Finance,0.0
AAPL,Crypto,2025-09-25,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100,0.018072995928489766,nan,253.03799438476562,nan,66.28744392958157,Why the Market Dipped But Apple (AAPL) Gained Today - Yahoo Finance | INTC: Intel stock Jumps 6% on report of Apple investment talks in early stage - Yahoo Finance,0.0
AAPL,Crypto,2025-09-26,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46045700,-0.005489112898051984,nan,255.02999572753907,nan,66.79404679616331,"Apple (AAPL) Stock: UBS Reiterates Neutral, $220 PT on iPhone 17 Availability Data - Yahoo Finance | Apple (AAPL) Sees High Demand for Affordable iPhone 17 - Yahoo Finance | Tigress Financial Raises PT on Apple from $300 to $305, Keeps Buy Rating on the Stock - Yahoo Finance",1.0
